index,precision,recall,f1-score,epoch
ORG,0.6668481219379423,0.6679389312977099,0.6673930809043856,15
micro avg,0.7817798958217888,0.7943693693693694,0.7880243534603139,15
macro avg,0.714990297207711,0.7667097331965802,0.7368748182193092,15
weighted avg,0.7856678139605766,0.7943693693693694,0.7884479763974667,15
JOB_TITLE,0.7740848865933079,0.8660804020100502,0.8175026680896478,16
LOC,0.8383458646616542,0.9288148428625521,0.8812645949344351,16
MISC,0.5764462809917356,0.6564705882352941,0.6138613861386137,16
ORG,0.6919302071973827,0.6919302071973827,0.6919302071973827,16
micro avg,0.7680725997731257,0.8387387387387387,0.8018517521666577,16
macro avg,0.7202018098610201,0.7858240100763199,0.7511397140900198,16
weighted avg,0.7667701516480047,0.8387387387387387,0.8007850792035532,16
JOB_TITLE,0.7999514445253703,0.8278894472361809,0.8136807013211507,17
LOC,0.8564798286326312,0.9083680424081787,0.8816611539875047,17
MISC,0.62,0.6564705882352941,0.6377142857142858,17
ORG,0.679596174282678,0.6973827699018539,0.6883745963401507,17
micro avg,0.783830523130134,0.8166666666666667,0.7999117582175159,17
macro avg,0.73900686186017,0.772527711945377,0.755357684340773,17
weighted avg,0.7832938468765973,0.8166666666666667,0.7995972837900438,17
JOB_TITLE,0.8084179970972424,0.8396984924623115,0.8237614000492974,18
LOC,0.8493006993006993,0.9197273759939417,0.8831121614251954,18
MISC,0.5149911816578483,0.6870588235294117,0.5887096774193549,18
ORG,0.6380090497737556,0.7688113413304253,0.6973293768545994,18
micro avg,0.7648142462388702,0.841554054054054,0.8013511339874538,18
macro avg,0.7026797319573864,0.8038240083290226,0.7482281539371118,18
weighted avg,0.771338583872728,0.841554054054054,0.8040510451097641,18
JOB_TITLE,0.7959673547767643,0.8331658291457287,0.8141419101399461,19
LOC,0.8487924396219811,0.9182127981825067,0.8821389596216807,19
MISC,0.6131221719457014,0.6376470588235295,0.6251441753171858,19
ORG,0.6572456320657759,0.6973827699018539,0.6767195767195767,19
micro avg,0.7747316969503772,0.8210585585585586,0.7972226778196928,19
macro avg,0.7287818996025557,0.7716021140134047,0.7495361554495973,19
weighted avg,0.77427661231292,0.8210585585585586,0.7969373618165938,19
JOB_TITLE,0.794494083554697,0.8266331658291457,0.8102450437138284,20
LOC,0.818335018537243,0.9193487315410829,0.8659058487874465,20
MISC,0.53125,0.6,0.5635359116022098,20
ORG,0.6357677902621723,0.7404580152671756,0.6841309823677583,20
micro avg,0.7539078568490333,0.825563063063063,0.7881100838529348,20
macro avg,0.6949617230885281,0.7716099781593511,0.7309544466178108,20
weighted avg,0.7562036727303352,0.825563063063063,0.7889450005317671,20
JOB_TITLE,0.8385345997286295,0.7763819095477387,0.8062622309197651,21
LOC,0.8404886561954624,0.9117758424839076,0.8746821649110061,21
MISC,0.5905172413793104,0.6447058823529411,0.6164229471316085,21
ORG,0.706601466992665,0.6303162486368593,0.6662824207492796,21
micro avg,0.8009248554913295,0.7801801801801802,0.7904164289788934,21
macro avg,0.7440354910740169,0.7407949707553616,0.7409124409279149,21
weighted avg,0.7999972033764545,0.7801801801801802,0.7886149762134848,21
JOB_TITLE,0.7834261838440112,0.8479899497487438,0.8144305019305021,22
LOC,0.8622061482820976,0.9026883756152972,0.8819829818719941,22
MISC,0.5536062378167641,0.668235294117647,0.605543710021322,22
ORG,0.7408394403730846,0.6063249727371864,0.6668665667166416,22
micro avg,0.7873885770881479,0.8057432432432432,0.7964601769911505,22
macro avg,0.7350195025789893,0.7563096480547187,0.7422059401351149,22
weighted avg,0.7870613551833948,0.8057432432432432,0.794047276230261,22
JOB_TITLE,0.7627875809693991,0.8580402010050251,0.8076149934965118,23
LOC,0.8499646142958245,0.909503975766755,0.878726906895921,23
MISC,0.5477582846003899,0.6611764705882353,0.5991471215351812,23
ORG,0.6602373887240356,0.727917121046892,0.6924273858921162,23
micro avg,0.7555397438503761,0.8370495495495496,0.7942087829896357,23
macro avg,0.7051869671474122,0.789159442101727,0.7444791019549326,23
weighted avg,0.7572436667216812,0.8370495495495496,0.7949971607665358,23
JOB_TITLE,0.7639198218262806,0.8618090452261307,0.8099173553719008,24
LOC,0.843520782396088,0.914426353653919,0.8775436046511628,24
MISC,0.523517382413088,0.6023529411764705,0.560175054704595,24
ORG,0.6980703745743473,0.6706652126499455,0.6840934371523915,24
micro avg,0.7633277800916285,0.825563063063063,0.7932265743345596,24
macro avg,0.7072570903024509,0.7623133881766164,0.7329323629700125,24
weighted avg,0.7624882017648176,0.825563063063063,0.7920907090372551,24
JOB_TITLE,0.8095476130967258,0.813819095477387,0.8116777346197218,25
LOC,0.8519040902679831,0.9148049981067777,0.8822348000730327,25
MISC,0.6025316455696202,0.56,0.5804878048780487,25
ORG,0.6488004083716181,0.693020719738277,0.6701819140522014,25
micro avg,0.7794581655967795,0.8067567567567567,0.7928725582424879,25
macro avg,0.7281959393264867,0.7454112033306104,0.7361455634057512,25
weighted avg,0.7790376239688455,0.8067567567567567,0.7923739232234551,25
JOB_TITLE,0.817966903073286,0.7824120603015076,0.799794529343778,26
LOC,0.843520782396088,0.914426353653919,0.8775436046511628,26
MISC,0.639344262295082,0.6423529411764706,0.6408450704225352,26
ORG,0.6879721092388147,0.6455834242093784,0.6661040787623066,26
micro avg,0.7922431390337945,0.7867117117117117,0.7894677364673975,26
macro avg,0.7472010142508176,0.7461936948353188,0.7460718207949457,26
weighted avg,0.790169912202606,0.7867117117117117,0.7876992029337394,26
JOB_TITLE,0.8030526834071886,0.8195979899497488,0.8112409848296442,27
LOC,0.8549316054715623,0.8992805755395683,0.8765454880974349,27
MISC,0.5736263736263736,0.6141176470588235,0.5931818181818183,27
ORG,0.7023740590619572,0.6613958560523446,0.6812693063746139,27
micro avg,0.7881844380403458,0.8007882882882883,0.7944363758239302,27
macro avg,0.7334961803917703,0.7485980171501213,0.7405593993708779,27
weighted avg,0.7867082526038114,0.8007882882882883,0.7933835511605433,27
JOB_TITLE,0.805859872611465,0.7947236180904522,0.8002530044275774,28
LOC,0.8500875656742557,0.9189700870882241,0.8831877729257643,28
MISC,0.5101694915254237,0.7082352941176471,0.593103448275862,28
ORG,0.5714285714285714,0.787350054525627,0.6622334326989223,28
micro avg,0.7411336768717793,0.8260135135135135,0.7812749640517654,28
macro avg,0.6843863753099289,0.8023197634554876,0.7346944145820316,28
weighted avg,0.7564443229546897,0.8260135135135135,0.7864989805186674,28
JOB_TITLE,0.7895998082913971,0.8278894472361809,0.8082914264687845,29
LOC,0.8710033076074972,0.8973873532752745,0.8839985080193958,29
MISC,0.6314496314496314,0.6047058823529412,0.6177884615384616,29
ORG,0.7437745740498034,0.61886586695747,0.6755952380952381,29
micro avg,0.7994788716438201,0.7947072072072072,0.7970858982323376,29
macro avg,0.7589568303495823,0.7372121374554665,0.74641840853047,29
weighted avg,0.7967765354239406,0.7947072072072072,0.7942839752078266,29
JOB_TITLE,0.7812128418549346,0.8253768844221105,0.8026878436163714,30
LOC,0.8209549071618037,0.9375236652783037,0.8753756407990101,30
MISC,0.5294117647058824,0.6776470588235294,0.5944272445820433,30
ORG,0.7334948516050879,0.6603053435114504,0.6949784791965568,30
micro avg,0.7710280373831776,0.8175675675675675,0.7936160909488412,30
macro avg,0.7162685913319271,0.7752132380088486,0.7418673020484954,30
weighted avg,0.7711259660180964,0.8175675675675675,0.7920931075154501,30
